iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
